Grayia ornata	Colubridae, Grayiinae, Colubroidea, Serpentes (snakes)	Grayia	ornata	BOCAGE	1866	Ornate African Water Snake Gab	No	No
Grayia smithii	Colubridae, Grayiinae, Colubroidea, Serpentes (snakes)	Grayia	smithii	LEACH	1818	Smith's African Water Snake	No	No
Grayia tholloni	Colubridae, Grayiinae, Colubroidea, Serpentes (snakes)	Grayia	tholloni	MOCQUARD	1897	Tholloni's African Water Snake	No	No
Gyalopion canum	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Gyalopion	canum	COPE	1861	Western Hooknose Snake, Chihuahuan Hook-nosed Snake	No	No
Gyalopion quadrangulare	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Gyalopion	quadrangulare	GNTHER	1893	Thornscrub or Desert Hooknose Snake	No	No
Platyceps somalicus	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Platyceps	somalicus	BOULENGER	1896	Ogaden Racer	No	No
Platyceps taylori	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Platyceps	taylori	PARKER	1949	Taylor Racer	No	No
Aspidura ceylonensis	Natricidae, Colubroidea, Serpentes (snakes)	Aspidura	ceylonensis	GNTHER	1858	Ceylon Keelback	No	No
Hapsidophrys lineatus	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Hapsidophrys	lineatus	FISCHER	1856	Black-lined Green Snake	No	No
Helicops angulatus	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	angulatus	LINNAEUS	1758	Brown-banded watersnake, Mountain Keelback	No	No
Helicops carinicaudus	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	carinicaudus	WIED-NEUWIED	1825	Wied's Keelback	No	No
Helicops danieli	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	danieli	AMARAL	1938	Daniel's Keelback	No	No
Helicops gomesi	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	gomesi	AMARAL	1921	Sao Paulo Keelback	No	No
Helicops hagmanni	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	hagmanni	ROUX	1910	Hagmann's Keelback	No	No
Helicops infrataeniatus	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	infrataeniatus	JAN	1865		No	No
Helicops leopardinus	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	leopardinus	SCHLEGEL	1837	Leopard Keelback	No	No
Helicops modestus	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	modestus	GNTHER	1861	Olive Keelback	No	No
Helicops pastazae	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	pastazae	SHREVE	1934	Shreve's Keelback	No	No
Helicops petersi	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	petersi	ROSSMAN	1976	Spiral Keelback	No	No
Helicops polylepis	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	polylepis	GNTHER	1861	Norman's Keelback	No	No
Helicops scalaris	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	scalaris	JAN	1865	Ladder Keelback (Hoge's Keelback)	No	No
Helicops trivittatus	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	trivittatus	GRAY	1849	Equatorial Keelback	No	No
Helicops yacu	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	yacu	ROSSMAN & DIXON	1975	Peru Keelback	No	No
Helminthophis flavoterminatus	Anomalepididae, Typhlopoidea, Serpentes (snakes)	Helminthophis	flavoterminatus	PETERS	1857	Yellowtail Blind Snake	No	No
Helminthophis frontalis	Anomalepididae, Typhlopoidea, Serpentes (snakes)	Helminthophis	frontalis	PETERS	1860	Costa Rica Blind Snake	No	No
Helminthophis praeocularis	Anomalepididae, Typhlopoidea, Serpentes (snakes)	Helminthophis	praeocularis	AMARAL	1924	Preocular Blind Snake	No	No
Helophis schoutedeni	Colubridae, Natricinae, Colubroidea, Serpentes (snakes)	Helophis	schoutedeni	DE WITTE	1942	Schouteden's Sun Snake	No	No
Hemachatus haemachatus	Elapidae, Serpentes (snakes)	Hemachatus	haemachatus	BONNATERRE	1790	Rinkhals, Ring-necked Spitting Cobra, Ringhals	Yes	No
Hemiaspis damelii	Elapidae, Serpentes (snakes)	Hemiaspis	damelii	GNTHER	1876	Grey Snake	Yes	No
Hemiaspis signata	Elapidae, Serpentes (snakes)	Hemiaspis	signata	JAN	1859	Marsh Snake, Swamp Snake, Black-bellied Swamp Snake	Yes	No
Sinomicrurus hatori	Elapidae, Serpentes (snakes)	Sinomicrurus	hatori	TAKAHASHI	1930		Yes	No
Sinomicrurus japonicus	Elapidae, Serpentes (snakes)	Sinomicrurus	japonicus	GNTHER	1868	Japanese Coral Snake	Yes	No
Sinomicrurus sauteri	Elapidae, Serpentes (snakes)	Sinomicrurus	sauteri	STEINDACHNER	1913		Yes	No
Hemirhagerrhis kelleri	Lamprophiidae, Psammophiinae, Serpentes (snakes)	Hemirhagerrhis	kelleri	BOETTGER	1893	Keller's Bark Snake, Striped Bark Snake	No	No
Hemirhagerrhis nototaenia	Lamprophiidae, Psammophiinae, Serpentes (snakes)	Hemirhagerrhis	nototaenia	GNTHER	1864	(South-) Eastern Bark Snake, Mopane Snake	No	No
Hemirhagerrhis viperina	Lamprophiidae, Psammophiinae, Serpentes (snakes)	Hemirhagerrhis	viperina	BOCAGE	1873	Western Bark Snake	No	No
Heterodon nasicus	Dipsadidae, Colubroidea, Serpentes (snakes)	Heterodon	nasicus	BAIRD & GIRARD	1852	Western Hognose Snake, Plains Hognose Snake	No	No
Heterodon platirhinos	Dipsadidae, Colubroidea, Serpentes (snakes)	Heterodon	platirhinos	LATREILLE	1801	Eastern Hognose Snake	No	No
Heterodon simus	Dipsadidae, Colubroidea, Serpentes (snakes)	Heterodon	simus	LINNAEUS	1766	Southern Hognose Snake	No	No
Heteroliodon occipitalis	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Heteroliodon	occipitalis	BOULENGER	1896		No	No
Heurnia ventromaculata	Homalopsidae, Serpentes (snakes)	Heurnia	ventromaculata	JONG	1926	Mamberano Mud Snake, Mamberano River watersnake	No	No
Hologerrhum philippinum	Natricidae, Colubroidea, Serpentes (snakes)	Hologerrhum	philippinum	GNTHER	1858	Philippine Stripe-lipped Snake	No	No
Homalopsis buccata	Homalopsidae, Serpentes (snakes)	Homalopsis	buccata	LINNAEUS	1758	Linne Water Snake, Puff-faced Water Snake, Masked Water Snake	No	No
Homoroselaps dorsalis	Lamprophiidae, Atractaspidinae, Serpentes (snakes)	Homoroselaps	dorsalis	SMITH	1849	Striped Harelquin Snake, Striped Dwarf Garter Snake	Yes	No
Homoroselaps lacteus	Lamprophiidae, Atractaspidinae, Serpentes (snakes)	Homoroselaps	lacteus	LINNAEUS	1758	Spotted Harlequin Snake	Yes	No
Hoplocephalus bitorquatus	Elapidae, Serpentes (snakes)	Hoplocephalus	bitorquatus	JAN	1859	Pale-headed Snake	Yes	No
Hoplocephalus bungaroides	Elapidae, Serpentes (snakes)	Hoplocephalus	bungaroides	SCHLEGEL	1837	Broad-headed Snake	Yes	No
Hoplocephalus stephensii	Elapidae, Serpentes (snakes)	Hoplocephalus	stephensii	KREFFT	1869	Stephens's Banded Snake	Yes	No
Hormonotus modestus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Hormonotus	modestus	DUMRIL, BIBRON  & DUMRIL	1854	Uganda House Snake, Yellow Forest Snake	No	No
Hydrablabes periops	Natricidae, Colubroidea, Serpentes (snakes)	Hydrablabes	periops	GNTHER	1872	Olive Small-eyed Snake	No	No
Hydrablabes praefrontalis	Natricidae, Colubroidea, Serpentes (snakes)	Hydrablabes	praefrontalis	MOCQUARD	1890	Mocquard's Small-eyed Snake	No	No
Hydraethiops laevis	Natricidae, Colubroidea, Serpentes (snakes)	Hydraethiops	laevis	BOULENGER	1904		No	No
Hydraethiops melanogaster	Natricidae, Colubroidea, Serpentes (snakes)	Hydraethiops	melanogaster	GNTHER	1872	Blackbelly Snake	No	No
Hydrelaps darwiniensis	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrelaps	darwiniensis	BOULENGER	1896	Port Darwin seasnake	Yes	Yes
Hydrodynastes bicinctus	Dipsadidae, Colubroidea, Serpentes (snakes)	Hydrodynastes	bicinctus	HERRMANN	1804	Herrmann's Water Snake	No	No
Hydrodynastes gigas	Dipsadidae, Colubroidea, Serpentes (snakes)	Hydrodynastes	gigas	DUMRIL, BIBRON  & DUMRIL	1854	False Water Cobra	Yes	No
Hydromorphus concolor	Dipsadidae, Colubroidea, Serpentes (snakes)	Hydromorphus	concolor	PETERS	1859	Costa Rica Water Snake	No	No
Hydromorphus dunni	Dipsadidae, Colubroidea, Serpentes (snakes)	Hydromorphus	dunni	SLEVIN	1942	Dunn's Water Snake	No	No
Hydrophis atriceps	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	atriceps	GNTHER	1864	Black-headed seasnake	Yes	Yes
Hydrophis belcheri	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	belcheri	GRAY	1849	Faint-banded Seasnake	Yes	Yes
Hydrophis bituberculatus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	bituberculatus	PETERS	1872	Peters' Sea Snake	Yes	Yes
Hydrophis brookii	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	brookii	GNTHER	1872		Yes	Yes
Hydrophis caerulescens	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	caerulescens	SHAW	1802	Dwarf Seasnake	Yes	Yes
Hydrophis cantoris	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	cantoris	GNTHER	1864		Yes	Yes
Hydrophis coggeri	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	coggeri	KHARIN	1984	Slender-necked Seasnake	Yes	Yes
Hydrophis cyanocinctus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	cyanocinctus	DAUDIN	1803	Annulated Sea Snake	Yes	Yes
Hydrophis czeblukovi	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	czeblukovi	KHARIN	1984	Fine-spined Seasnake	Yes	Yes
Hydrophis elegans	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	elegans	GRAY	1842	Elegant or bar-bellied seasnake	Yes	Yes
Hydrophis fasciatus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	fasciatus	SCHNEIDER	1799	Striped Sea Snake	Yes	Yes
Hydrophis gracilis	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	gracilis	SHAW	1802	Graceful small-headed or slender seasnake, common small-headed sea snake	Yes	Yes
Hydrophis inornatus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	inornatus	GRAY	1849	Plain Seasnake	Yes	Yes
Hydrophis klossi	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	klossi	BOULENGER	1912	Kloss' Sea Snake	Yes	Yes
Hydrophis lamberti	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	lamberti	SMITH	1917	Lambert's Sea Snake	Yes	Yes
Hydrophis lapemoides	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	lapemoides	GRAY	1849	Persian Gulf Sea Snake	Yes	Yes
Hydrophis mamillaris	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	mamillaris	DAUDIN	1803	Bombay Sea Snake	Yes	Yes
Hydrophis macdowelli	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	macdowelli	KHARIN	1983	Small-headed or McDowell seasnake	Yes	Yes
Hydrophis melanocephalus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	melanocephalus	GRAY	1849	Slender-necked Seasnake	Yes	Yes
Hydrophis melanosoma	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	melanosoma	GNTHER	1864	Black-banded or robust seasnake	Yes	Yes
Hydrophis nigrocinctus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	nigrocinctus	DAUDIN	1803		Yes	Yes
Hydrophis obscurus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	obscurus	DAUDIN	1803	Russel's Sea Snake, Estuarine Sea Snake	Yes	Yes
Hydrophis ornatus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	ornatus	GRAY	1842	Ornate Reef seasnake	Yes	Yes
Hydrophis pacificus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	pacificus	BOULENGER	1896	Pacific seasnake	Yes	Yes
Hydrophis parviceps	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	parviceps	SMITH	1935		Yes	Yes
Hydrophis semperi	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	semperi	GARMAN	1881	Lake Taal Snake	Yes	Yes
Hydrophis spiralis	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	spiralis	SHAW	1802	Yellow Sea Snake	Yes	Yes
Hydrophis stricticollis	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	stricticollis	GNTHER	1864	Collared Sea Snake	Yes	Yes
Hydrophis torquatus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	torquatus	GNTHER	1864	West Coast Black-headed Sea Snake	Yes	Yes
Hydrophis vorisi	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	vorisi	KHARIN	1984	Estuarine seasnake	Yes	Yes
Hydrops martii	Dipsadidae, Colubroidea, Serpentes (snakes)	Hydrops	martii	WAGLER	1824	Amazon Water Snake	No	No
Hydrops triangularis	Dipsadidae, Colubroidea, Serpentes (snakes)	Hydrops	triangularis	WAGLER	1824	Triangle Water Snake	No	No
Hypnale hypnale	Viperidae, Crotalinae, Serpentes (snakes)	Hypnale	hypnale	MERREM	1820	Hump-nosed Moccasin	Yes	Yes
Hypnale nepa	Viperidae, Crotalinae, Serpentes (snakes)	Hypnale	nepa	LAURENTI	1768	Sri Lanka Humpnose Viper	Yes	Yes
Hypnale zara	Viperidae, Crotalinae, Serpentes (snakes)	Hypnale	zara	GRAY	1849		Yes	Yes
Hypoptophis wilsonii	Lamprophiidae, Aparallactinae, Serpentes (snakes)	Hypoptophis	wilsonii	BOULENGER	1908	Wedge-Snouted Burrowing Snake, African Bighead Snake	No	No
Hypsiglena tanzeri	Dipsadidae, Colubroidea, Serpentes (snakes)	Hypsiglena	tanzeri	DIXON & LIEB	1972	Rio Verde Nightsnake, Tanzer's Night Snake	No	No
Hypsiglena torquata	Dipsadidae, Colubroidea, Serpentes (snakes)	Hypsiglena	torquata	GNTHER	1860	Night Snake affinis baueri catalinae chloropha	No	No
Hypsirhynchus ferox	Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)	Hypsirhynchus	ferox	GNTHER	1858	Hispaniola Cat-eyed Snake	No	No
Ialtris agyrtes	Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)	Ialtris	agyrtes	SCHWARTZ & ROSSMAN	1976	Barreras Fanged Snake	No	No
Ialtris dorsalis	Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)	Ialtris	dorsalis	GNTHER	1858	Brown Fanged Snake	No	No
Ialtris parishi	Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)	Ialtris	parishi	COCHRAN	1932	Parish's Fanged Snake	No	No
Iguanognathus werneri	Natricidae, Colubroidea, Serpentes (snakes)	Iguanognathus	werneri	BOULENGER	1898	Spatula-tooth Snake	No	No
Imantodes cenchoa	Dipsadidae, Colubroidea, Serpentes (snakes)	Imantodes	cenchoa	LINNAEUS	1758	Blunthead Tree Snake	No	No
Imantodes gemmistratus	Dipsadidae, Colubroidea, Serpentes (snakes)	Imantodes	gemmistratus	COPE	1861	Central American Tree Snake	No	No
Imantodes inornatus	Dipsadidae, Colubroidea, Serpentes (snakes)	Imantodes	inornatus	BOULENGER	1896	Western Tree Snake	No	No
Imantodes lentiferus	Dipsadidae, Colubroidea, Serpentes (snakes)	Imantodes	lentiferus	COPE	1894	Amazon Basin Tree Snake	No	No
Imantodes phantasma	Dipsadidae, Colubroidea, Serpentes (snakes)	Imantodes	phantasma	MYERS	1982	Phantasma Tree Snake	No	No
Imantodes tenuissimus	Dipsadidae, Colubroidea, Serpentes (snakes)	Imantodes	tenuissimus	COPE	1867	Yucatn Blunthead Snake	No	No
Asthenodipsas laevis	Pareatidae, Serpentes (snakes)	Asthenodipsas	laevis	BOIE	1827	Smooth Slug Snake	No	No
Asthenodipsas malaccanus	Pareatidae, Serpentes (snakes)	Asthenodipsas	malaccanus	PETERS	1864	Malayan Slug Snake	No	No
Ithycyphus blanci	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Ithycyphus	blanci	DOMERGUE	1988		No	No
Ithycyphus goudoti	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Ithycyphus	goudoti	SCHLEGEL	1837	Forest Night Snake	No	No
Ithycyphus miniatus	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Ithycyphus	miniatus	SCHLEGEL	1837	Tiny Night Snake	No	No
Ithycyphus oursi	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Ithycyphus	oursi	DOMERGUE	1986		No	No
Ithycyphus perineti	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Ithycyphus	perineti	DOMERGUE	1986		No	No
Hydrophis jerdonii	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	jerdonii	GRAY	1849	Jerdon's Sea Snake	Yes	Yes
Kolpophis annandalei	Elapidae (Hydrophiinae), Serpentes (snakes)	Kolpophis	annandalei	LAIDLAW	1901	Bighead Sea Snake	Yes	Yes
Lachesis melanocephala	Viperidae, Crotalinae, Serpentes (snakes)	Lachesis	melanocephala	SOLRZANO & CERDAS	1986	Black-headed bushmaster	Yes	Yes
Lachesis muta	Viperidae, Crotalinae, Serpentes (snakes)	Lachesis	muta	LINNAEUS	1766	South American Bushmaster	Yes	Yes
Lachesis stenophrys	Viperidae, Crotalinae, Serpentes (snakes)	Lachesis	stenophrys	COPE	1876	Central American bushmaster	Yes	Yes
Lampropeltis alterna	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Lampropeltis	alterna	BROWN	1901	Grey-banded Kingsnake	No	No
Lampropeltis calligaster	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Lampropeltis	calligaster	HARLAN	1827	Prairie Kingsnake, South Florida Mole Kingsnake, Mole Kingsnake	No	No
Lampropeltis getula	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Lampropeltis	getula	LINNAEUS	1766	Common Kingsnake	No	No
Lampropeltis mexicana	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Lampropeltis	mexicana	GARMAN	1884	Mexican Kingsnake	No	No
Lampropeltis pyromelana	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Lampropeltis	pyromelana	COPE	1866	Sonoran Mountain Kingsnake, Arizona Mountain Kingsnake, Huachuca Mountain Kingsnake, Utah Mountain Kingsnake	No	No
Lampropeltis ruthveni	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Lampropeltis	ruthveni	BLANCHARD	1920	Ruthvens Kingsnake	No	No
Lampropeltis triangulum	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Lampropeltis	triangulum	LACPDE	1789	Eastern Milksnake	No	No
Lampropeltis zonata	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Lampropeltis	zonata	LOCKINGTON	1835	California Mountain Kingsnake multicinc	No	No
Lamprophis abyssinicus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Lamprophis	abyssinicus	MOCQUARD	1906	Ethiopian (or Abyssinian) House Snake	No	No
Lamprophis aurora	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Lamprophis	aurora	LINNAEUS	1758	Aurora House Snake	No	No
Lamprophis erlangeri	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Lamprophis	erlangeri	STERNFELD	1908		No	No
Lamprophis fiskii	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Lamprophis	fiskii	BOULENGER	1887	Fisk's House Snake	No	No
Boaedon fuliginosus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Boaedon	fuliginosus	BOIE	1827	Brown House Snake	No	No
Lamprophis fuscus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Lamprophis	fuscus	BOULENGER	1893	Yellow-bellied House Snake	No	No
Lamprophis geometricus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Lamprophis	geometricus	SCHLEGEL	1837	Seychelles House Snake	No	No
Lamprophis guttatus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Lamprophis	guttatus	SMITH	1843	Spotted House Snake	No	No
Lycodonomorphus inornatus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Lycodonomorphus	inornatus	DUMRIL & BIBRON	1854	Olive House Snake, Black House Snake	No	No
Boaedon lineatus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Boaedon	lineatus	DUMRIL, BIBRON  & DUMRIL	1854	Striped House Snake	No	No
Boaedon maculatus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Boaedon	maculatus	PARKER	1932	Dotted House Snake, Somali house Snake	No	No
Boaedon olivaceus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Boaedon	olivaceus	DUMRIL	1856	Olive House Snake	No	No
Inyoka swazicus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Inyoka	swazicus	SCHAEFER	1970	Swazi Rock Snake, Swaziland House Snake	No	No
Boaedon virgatus	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Boaedon	virgatus	HALLOWELL	1854	Hallowell's House Snake, Dark-bellied House Snake	No	No
Langaha alluaudi	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Langaha	alluaudi	MOCQUARD	1901	Southern Leafnose Snake	No	No
Langaha madagascariensis	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Langaha	madagascariensis	BONATERRE	1790		No	No
Langaha pseudoalluaudi	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Langaha	pseudoalluaudi	DOMERGUE	1988		No	No
Hydrophis curtus	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	curtus	SHAW	1802	Shaw's Sea Snake, Short Sea Snake	Yes	Yes
Laticauda colubrina	Elapidae (Laticaudinae), Serpentes (snakes)	Laticauda	colubrina	SCHNEIDER	1799	Colubrine or yellow-lipped sea krait	Yes	No
Laticauda crockeri	Elapidae (Laticaudinae), Serpentes (snakes)	Laticauda	crockeri	SLEVIN	1934	Crocker's Sea Snake	Yes	No
Laticauda laticaudata	Elapidae (Laticaudinae), Serpentes (snakes)	Laticauda	laticaudata	LINNAEUS	1758	Common or blue-lipped sea krait	Yes	No
Laticauda schistorhynchus	Elapidae (Hydrophiinae), Serpentes (snakes)	Laticauda	schistorhynchus	GNTHER	1874	Flat-tail Sea Snake	Yes	Yes
Laticauda semifasciata	Elapidae (Hydrophiinae), Serpentes (snakes)	Laticauda	semifasciata	REINWARDT	1837	Chinese Sea Snake	Yes	Yes
Leioheterodon geayi	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Leioheterodon	geayi	MOCQUARD	1905		No	No
Leioheterodon madagascariensis	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Leioheterodon	madagascariensis	DUMRIL & BIBRON	1854		No	No
Leioheterodon modestus	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Leioheterodon	modestus	GNTHER	1863		No	No
Bothrochilus albertisii	Pythonidae, Henophidia, Pythonoidea, Serpentes (snakes)	Bothrochilus	albertisii	PETERS & DORIA	1878	DAlbertis python, White-lipped Python	No	No
Leptodeira annulata	Dipsadidae, Colubroidea, Serpentes (snakes)	Leptodeira	annulata	LINNAEUS	1758	Banded Cat-eyed Snake	No	No
Leptodeira bakeri	Dipsadidae, Colubroidea, Serpentes (snakes)	Leptodeira	bakeri	RUTHVEN	1936	Baker's Cat-eyed Snake	No	No
Leptodeira frenata	Dipsadidae, Colubroidea, Serpentes (snakes)	Leptodeira	frenata	COPE	1886	Rainforest Cat-eyed Snake	No	No
Leptodeira maculata	Dipsadidae, Colubroidea, Serpentes (snakes)	Leptodeira	maculata	HALLOWELL	1861	Southwestern Cat-eyed Snake	No	No
Leptodeira nigrofasciata	Dipsadidae, Colubroidea, Serpentes (snakes)	Leptodeira	nigrofasciata	GNTHER	1868	Black-banded Cat-eyed Snake	No	No
Leptodeira punctata	Dipsadidae, Colubroidea, Serpentes (snakes)	Leptodeira	punctata	PETERS	1866	Western Cat-eyed Snake	No	No
Leptodeira rubricata	Dipsadidae, Colubroidea, Serpentes (snakes)	Leptodeira	rubricata	COPE	1893		No	No
Leptodeira septentrionalis	Dipsadidae, Colubroidea, Serpentes (snakes)	Leptodeira	septentrionalis	KENNICOTT	1859	septentrional	No	No
